;id;Nummer;Lid;Opsomming niveau 1;Opsomming niveau 2;Opsomming niveau 3;Zin;Versie;jci 1.3;Brontekst;Action;Object;Actor;Recipient;Opmerkingen;Action 2;Object 2;Actor 2;Recipient 2;Action 3;Object 3;Actor 3;Recipient 3;tokens;srl_tags
1306;103;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:26;Onderdeelb;;;;het cordinerend bestuursorgaan draagt er zorg voor dat de gelegenheid tot het mondeling naar voren brengen van zienswijzen wordt gegeven met betrekking tot de ontwerpen van alle besluiten gezamenlijk;draagt zorg voor;dat de gelegenheid tot het mondeling naar voren brengen van zienswijzen wordt gegeven met betrekking tot de ontwerpen van alle besluiten gezamenlijk;het cordinerend bestuursorgaan;;;;;;;;;;;['het', 'cordinerend', 'bestuursorgaan', 'draagt', 'er', 'zorg', 'voor', 'dat', 'de', 'gelegenheid', 'tot', 'het', 'mondeling', 'naar', 'voren', 'brengen', 'van', 'zienswijzen', 'wordt', 'gegeven', 'met', 'betrekking', 'tot', 'de', 'ontwerpen', 'van', 'alle', 'besluiten', 'gezamenlijk'];['ACTOR', 'ACTOR', 'ACTOR', 'V', 'O', 'V', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ']
1309;107;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:26;Onderdeelf;;;;alle besluiten worden genomen binnen de termijn die geldt voor het besluit met de langste beslistermijn;worden genomen;alle besluiten;;;;;;;;;;;;['alle', 'besluiten', 'worden', 'genomen', 'binnen', 'de', 'termijn', 'die', 'geldt', 'voor', 'het', 'besluit', 'met', 'de', 'langste', 'beslistermijn'];['OBJ', 'OBJ', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
1312;110;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:27;Lid1;1-7-2008;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.3&artikel=3:27&lid=1&z=2021-03-01&g=2021-03-01;;De bevoegde bestuursorganen zenden de door hen genomen besluiten toe aan het cordinerend bestuursorgaan . ;zenden toe;de door hen genomen besluiten;De bevoegde bestuursorganen;het cordinerend bestuursorgaan;;;;;;;;;;['De', 'bevoegde', 'bestuursorganen', 'zenden', 'de', 'door', 'hen', 'genomen', 'besluiten', 'toe', 'aan', 'het', 'cordinerend', 'bestuursorgaan', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'REC', 'REC', 'REC', '.']
1313;111;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:27;Lid2;1-7-2008;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.3&artikel=3:27&lid=2&z=2021-03-01&g=2021-03-01;;Het cordinerend bestuursorgaan maakt de besluiten gelijktijdig bekend en legt deze gelijktijdig ter inzage . ;maakt bekend;de besluiten;Het cordinerend bestuursorgaan;;;;;;;;;;;['Het', 'cordinerend', 'bestuursorgaan', 'maakt', 'de', 'besluiten', 'gelijktijdig', 'bekend', 'en', 'legt', 'deze', 'gelijktijdig', 'ter', 'inzage', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1314;112;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:28;Lid1;1-1-2013;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.3&artikel=3:28&lid=1&z=2021-03-01&g=2021-03-01;;Indien tegen een van de besluiten bezwaar kan worden gemaakt of administratief beroep kan worden ingesteld ,  geschiedt dit door het indienen van het bezwaar -  of beroepschrift bij het cordinerend bestuursorgaan .  Het cordinerend bestuursorgaan zendt terstond na ontvangst van het bezwaar -  of beroepschrift een afschrift daarvan aan het bevoegde bestuursorgaan . ;zendt;een afschrift daarvan;Het cordinerend bestuursorgaan;het bevoegde bestuursorgaan;;;;;;;;;;['Het', 'cordinerend', 'bestuursorgaan', 'zendt', 'terstond', 'na', 'ontvangst', 'van', 'het', 'bezwaar', '-', 'of', 'beroepschrift', 'een', 'afschrift', 'daarvan', 'aan', 'het', 'bevoegde', 'bestuursorgaan', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'V', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'OBJ', 'OBJ', 'OBJ', 'O', 'REC', 'REC', 'REC', '.']
1315;113;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:28;Lid2;1-1-2013;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.3&artikel=3:28&lid=2&z=2021-03-01&g=2021-03-01;;De bevoegde bestuursorganen zenden de door hen genomen beslissingen op bezwaar of beroep toe aan het cordinerend bestuursorgaan .  Het cordinerend bestuursorgaan maakt de beslissingen gelijktijdig bekend en doet de ingevolge  ,  of  ,  vereiste mededelingen . artikel 7 : 12 ,  derde lid;zenden toe;de door hen genomen beslissingen;De bevoegde bestuursorganen;het cordinerend bestuursorgaan;;;;;;;;;;['De', 'bevoegde', 'bestuursorganen', 'zenden', 'de', 'door', 'hen', 'genomen', 'beslissingen', 'op', 'bezwaar', 'of', 'beroep', 'toe', 'aan', 'het', 'cordinerend', 'bestuursorgaan', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'V', 'O', 'REC', 'REC', 'REC', '.']
1316;114;Hoofdstuk3;Afdeling3.5;Paragraaf3.5.3;Artikel3:28;Lid3;1-1-2013;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.5&paragraaf=3.5.3&artikel=3:28&lid=3&z=2021-03-01&g=2021-03-01;;Een beslissing op een verzoek in te stemmen met rechtstreeks beroep bij de bestuursrechter als bedoeld in  ,  wordt genomen door het cordinerend bestuursorgaan .  Onverminderd artikel 7 : 1a ,  tweede lid ,  wijst het cordinerend bestuursorgaan het verzoek in ieder geval af ,  indien tegen een van de andere besluiten een bezwaarschrift is ingediend waarin eenzelfde verzoek ontbreekt . artikel 7 : 1a ,  vierde lid;wordt genomen;Een beslissing op een verzoek in te stemmen met rechtstreeks beroep bij de bestuursrechter als bedoeld in ;Het cordinerend bestuursorgaan;;;;;;;;;;;['Een', 'beslissing', 'op', 'een', 'verzoek', 'in', 'te', 'stemmen', 'met', 'rechtstreeks', 'beroep', 'bij', 'de', 'bestuursrechter', 'als', 'bedoeld', 'in', ',', 'wordt', 'genomen', 'door', 'het', 'cordinerend', 'bestuursorgaan', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'V', 'V', 'O', 'ACTOR', 'ACTOR', 'ACTOR', '.']
1327;129;Hoofdstuk3;Afdeling3.6;Artikel3:40;;;1-1-1994;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.6&artikel=3:40&z=2021-03-01&g=2021-03-01;;Een besluit treedt niet in werking voordat het is bekendgemaakt . ;treedt niet in werking;Een besluit;;;;;;;;;;;;['Een', 'besluit', 'treedt', 'niet', 'in', 'werking', 'voordat', 'het', 'is', 'bekendgemaakt', '.'];['OBJ', 'OBJ', 'V', 'V', 'V', 'V', 'O', 'O', 'O', 'O', '.']
1343;148;Hoofdstuk3;Afdeling3.7;Artikel3:47;Lid1;;1-1-1998;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.7&artikel=3:47&lid=1&z=2021-03-01&g=2021-03-01;;De motivering wordt vermeld bij de bekendmaking van het besluit . ;wordt vermeld;De motivering;;;;;;;;;;;;['De', 'motivering', 'wordt', 'vermeld', 'bij', 'de', 'bekendmaking', 'van', 'het', 'besluit', '.'];['OBJ', 'OBJ', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1344;149;Hoofdstuk3;Afdeling3.7;Artikel3:47;Lid2;;1-1-1998;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.7&artikel=3:47&lid=2&z=2021-03-01&g=2021-03-01;;Daarbij wordt zo mogelijk vermeld krachtens welk wettelijk voorschrift het besluit wordt genomen . ;wordt genomen;het besluit;;;;;;;;;;;;['Daarbij', 'wordt', 'zo', 'mogelijk', 'vermeld', 'krachtens', 'welk', 'wettelijk', 'voorschrift', 'het', 'besluit', 'wordt', 'genomen', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'OBJ', 'OBJ', 'V', 'V', '.']
1348;153;Hoofdstuk3;Afdeling3.7;Artikel3:48;Lid2;;1-1-1998;jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.7&artikel=3:48&lid=2&z=2021-03-01&g=2021-03-01;;Verzoekt een belanghebbende binnen een redelijke termijn om de motivering ,  dan wordt deze zo spoedig mogelijk verstrekt . ;wordt verstrekt;deze;;;;;;;;;;;;['Verzoekt', 'een', 'belanghebbende', 'binnen', 'een', 'redelijke', 'termijn', 'om', 'de', 'motivering', ',', 'dan', 'wordt', 'deze', 'zo', 'spoedig', 'mogelijk', 'verstrekt', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'V', 'OBJ', 'O', 'O', 'O', 'V', '.']
1356;161;Hoofdstuk6;Afdeling6.2;Artikel6:4;Lid1;;1-1-2013;jci1.3:c:BWBR0005537&hoofdstuk=6&afdeling=6.2&artikel=6:4&lid=1&z=2021-03-01&g=2021-03-01;;Het maken van bezwaar geschiedt door het indienen van een bezwaarschrift bij het bestuursorgaan dat het besluit heeft genomen . ;indienen;een bezwaarschrift;;het bestuursorgaan;;;;;;;;;;['Het', 'maken', 'van', 'bezwaar', 'geschiedt', 'door', 'het', 'indienen', 'van', 'een', 'bezwaarschrift', 'bij', 'het', 'bestuursorgaan', 'dat', 'het', 'besluit', 'heeft', 'genomen', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'OBJ', 'OBJ', 'O', 'REC', 'REC', 'O', 'O', 'O', 'O', 'O', '.']
1359;164;Hoofdstuk6;Afdeling6.2;Artikel6:5;Lid1;;1-1-1994;jci1.3:c:BWBR0005537&hoofdstuk=6&afdeling=6.2&artikel=6:5&lid=1&z=2021-03-01&g=2021-03-01;;Het bezwaar -  of beroepschrift wordt ondertekend en bevat ten minste : ;wordt ondertekend;Het bezwaar- of beroepschrift;;;;;;;;;;;;['Het', 'bezwaar', '-', 'of', 'beroepschrift', 'wordt', 'ondertekend', 'en', 'bevat', 'ten', 'minste', ':'];['OBJ', 'OBJ', '-', 'OBJ', 'OBJ', 'V', 'V', 'O', 'O', 'O', 'O', ':']
1399;204;Hoofdstuk6;Afdeling6.2;Artikel6:19;Lid3;;12-6-2017;jci1.3:c:BWBR0005537&hoofdstuk=6&afdeling=6.2&artikel=6:19&lid=3&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan stelt het nieuwe besluit onverwijld ter beschikking aan het orgaan waarbij het beroep aanhangig is . ;stelt ter beschikking;het nieuwe besluit;Het bestuursorgaan;het orgaan waarbij het beroep aanhangig is;;;;;;;;;;['Het', 'bestuursorgaan', 'stelt', 'het', 'nieuwe', 'besluit', 'onverwijld', 'ter', 'beschikking', 'aan', 'het', 'orgaan', 'waarbij', 'het', 'beroep', 'aanhangig', 'is', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'O', 'V', 'V', 'O', 'REC', 'REC', 'REC', 'REC', 'REC', 'REC', 'REC', '.']
1401;206;Hoofdstuk6;Afdeling6.2;Artikel6:19;Lid5;;12-6-2017;jci1.3:c:BWBR0005537&hoofdstuk=6&afdeling=6.2&artikel=6:19&lid=5&z=2021-03-01&g=2021-03-01;;De bestuursrechter kan het beroep tegen het nieuwe besluit echter verwijzen naar een ander orgaan ,  indien behandeling door dit orgaan gewenst is . ;kan verwijzen;het beroep tegen het nieuwe besluit;De bestuursrechter;een ander orgaan;;;;;;;;;;['De', 'bestuursrechter', 'kan', 'het', 'beroep', 'tegen', 'het', 'nieuwe', 'besluit', 'echter', 'verwijzen', 'naar', 'een', 'ander', 'orgaan', ',', 'indien', 'behandeling', 'door', 'dit', 'orgaan', 'gewenst', 'is', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'V', 'O', 'REC', 'REC', 'REC', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1404;209;Hoofdstuk6;Afdeling6.2;Artikel6:20;Lid2;;12-6-2017;jci1.3:c:BWBR0005537&hoofdstuk=6&afdeling=6.2&artikel=6:20&lid=2&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan stelt een besluit als bedoeld in het eerste lid onverwijld ter beschikking aan het orgaan waarbij het beroep aanhangig is . ;stelt ter beschikking;een besluit als bedoeld in het eerste lid;Het bestuursorgaan;het orgaan waarbij het beroep aanhangig is;;;;;;;;;;['Het', 'bestuursorgaan', 'stelt', 'een', 'besluit', 'als', 'bedoeld', 'in', 'het', 'eerste', 'lid', 'onverwijld', 'ter', 'beschikking', 'aan', 'het', 'orgaan', 'waarbij', 'het', 'beroep', 'aanhangig', 'is', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'V', 'V', 'O', 'REC', 'REC', 'REC', 'REC', 'REC', 'REC', 'REC', '.']
1406;211;Hoofdstuk6;Afdeling6.2;Artikel6:20;Lid4;;12-6-2017;jci1.3:c:BWBR0005537&hoofdstuk=6&afdeling=6.2&artikel=6:20&lid=4&z=2021-03-01&g=2021-03-01;;De beslissing op het beroep kan echter worden verwezen naar een ander orgaan waarbij bezwaar of beroep tegen het alsnog genomen besluit aanhangig is ,  dan wel kan of kon worden gemaakt of ingesteld . ;kan worden verwezen;De beslissing op het beroep;;een ander orgaan;;;;;;;;;;['De', 'beslissing', 'op', 'het', 'beroep', 'kan', 'echter', 'worden', 'verwezen', 'naar', 'een', 'ander', 'orgaan', 'waarbij', 'bezwaar', 'of', 'beroep', 'tegen', 'het', 'alsnog', 'genomen', 'besluit', 'aanhangig', 'is', ',', 'dan', 'wel', 'kan', 'of', 'kon', 'worden', 'gemaakt', 'of', 'ingesteld', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'V', 'V', 'O', 'REC', 'REC', 'REC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1407;212;Hoofdstuk6;Afdeling6.2;Artikel6:20;Lid5;;12-6-2017;jci1.3:c:BWBR0005537&hoofdstuk=6&afdeling=6.2&artikel=6:20&lid=5&z=2021-03-01&g=2021-03-01;;Het beroep tegen het niet tijdig nemen van een besluit kan alsnog gegrond worden verklaard ,  indien de indiener van het beroepschrift daarbij belang heeft . ;kan gegrond worden verklaard;Het beroep tegen het niet tijdig nemen van een besluit;;;;;;;;;;;;['Het', 'beroep', 'tegen', 'het', 'niet', 'tijdig', 'nemen', 'van', 'een', 'besluit', 'kan', 'alsnog', 'gegrond', 'worden', 'verklaard', ',', 'indien', 'de', 'indiener', 'van', 'het', 'beroepschrift', 'daarbij', 'belang', 'heeft', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'V', 'V', 'V', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1408;213;Hoofdstuk6;Afdeling6.2;Artikel6:21;Lid1;;1-1-1994;jci1.3:c:BWBR0005537&hoofdstuk=6&afdeling=6.2&artikel=6:21&lid=1&z=2021-03-01&g=2021-03-01;;Het bezwaar of beroep kan schriftelijk worden ingetrokken . ;kan schriftelijk worden ingetrokken;Het bezwaar of beroep;;;;;;;;;;;;['Het', 'bezwaar', 'of', 'beroep', 'kan', 'schriftelijk', 'worden', 'ingetrokken', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'V', 'V', 'V', '.']
1414;219;Hoofdstuk7;Afdeling7.1;Artikel7:1;Lid1;;1-1-2013;jci1.3:c:BWBR0005537&hoofdstuk=7&afdeling=7.1&artikel=7:1&lid=1&z=2021-03-01&g=2021-03-01;;Degene aan wie het recht is toegekend beroep bij een bestuursrechter in te stellen ,  dient alvorens beroep in te stellen bezwaar te maken ,  tenzij : ;beroep in te stellen; bezwaar te maken;Degene aan wie het recht is toegekend beroep bij een bestuursrechter in te stellen;;;;;;;;;;;['Degene', 'aan', 'wie', 'het', 'recht', 'is', 'toegekend', 'beroep', 'bij', 'een', 'bestuursrechter', 'in', 'te', 'stellen', ',', 'dient', 'alvorens', 'beroep', 'in', 'te', 'stellen', 'bezwaar', 'te', 'maken', ',', 'tenzij', ':'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', ',', 'O', 'O', 'V', 'V', 'V', 'V', 'OBJ', 'OBJ', 'OBJ', ',', 'O', ':']
1423;228;Hoofdstuk7;Afdeling7.1;Artikel7:1a;Lid1;;12-6-2017;jci1.3:c:BWBR0005537&hoofdstuk=7&afdeling=7.1&artikel=7:1a&lid=1&z=2021-03-01&g=2021-03-01;;In het bezwaarschrift kan de indiener het bestuursorgaan verzoeken in te stemmen met rechtstreeks beroep bij de bestuursrechter ,  zulks in afwijking van  . artikel 7 : 1;kan verzoeken;in te stemmen met rechtstreeks beroep bij de bestuursrechter;de indiener;het bestuursorgaan;;;;;;;;;;['In', 'het', 'bezwaarschrift', 'kan', 'de', 'indiener', 'het', 'bestuursorgaan', 'verzoeken', 'in', 'te', 'stemmen', 'met', 'rechtstreeks', 'beroep', 'bij', 'de', 'bestuursrechter', ',', 'zulks', 'in', 'afwijking', 'van', '.'];['O', 'O', 'O', 'V', 'ACTOR', 'ACTOR', 'REC', 'REC', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'O', 'O', 'O', 'O', '.']
1424;229;Hoofdstuk7;Afdeling7.1;Artikel7:1a;Lid2;;12-6-2017;jci1.3:c:BWBR0005537&hoofdstuk=7&afdeling=7.1&artikel=7:1a&lid=2&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan wijst het verzoek in ieder geval af ,  indien tegen het besluit een ander bezwaarschrift is ingediend waarin eenzelfde verzoek ontbreekt ,  tenzij dat andere bezwaarschrift kennelijk niet - ontvankelijk is . ;wijst af;het verzoek;Het bestuursorgaan;;;;;;;;;;;['Het', 'bestuursorgaan', 'wijst', 'het', 'verzoek', 'in', 'ieder', 'geval', 'af', ',', 'indien', 'tegen', 'het', 'besluit', 'een', 'ander', 'bezwaarschrift', 'is', 'ingediend', 'waarin', 'eenzelfde', 'verzoek', 'ontbreekt', ',', 'tenzij', 'dat', 'andere', 'bezwaarschrift', 'kennelijk', 'niet', '-', 'ontvankelijk', 'is', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'O', 'O', 'O', 'V', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', '.']
1425;230;Hoofdstuk7;Afdeling7.1;Artikel7:1a;Lid3;;12-6-2017;jci1.3:c:BWBR0005537&hoofdstuk=7&afdeling=7.1&artikel=7:1a&lid=3&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan kan instemmen met het verzoek indien de zaak daarvoor geschikt is . ;kan instemmen;het verzoek;Het bestuursorgaan;;;;;;;;;;;['Het', 'bestuursorgaan', 'kan', 'instemmen', 'met', 'het', 'verzoek', 'indien', 'de', 'zaak', 'daarvoor', 'geschikt', 'is', '.'];['ACTOR', 'ACTOR', 'V', 'V', 'O', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1426;231;Hoofdstuk7;Afdeling7.1;Artikel7:1a;Lid4;;12-6-2017;jci1.3:c:BWBR0005537&hoofdstuk=7&afdeling=7.1&artikel=7:1a&lid=4&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan beslist zo spoedig mogelijk op het verzoek .  Een beslissing tot instemming wordt genomen zodra redelijkerwijs kan worden aangenomen dat geen nieuwe bezwaarschriften zullen worden ingediend .  De  en  zijn niet van toepassing . artikelen 4 : 7;beslist op;het verzoek;Het bestuursorgaan;;;;;;;;;;;['Het', 'bestuursorgaan', 'beslist', 'zo', 'spoedig', 'mogelijk', 'op', 'het', 'verzoek', '.'];['ACTOR', 'ACTOR', 'V', 'O', 'O', 'O', 'V', 'OBJ', 'OBJ', '.']
1428;233;Hoofdstuk7;Afdeling7.1;Artikel7:1a;Lid6;;12-6-2017;jci1.3:c:BWBR0005537&hoofdstuk=7&afdeling=7.1&artikel=7:1a&lid=6&z=2021-03-01&g=2021-03-01;;Een na de instemming ontvangen bezwaarschrift wordt eveneens onverwijld doorgezonden aan de bevoegde rechter .  Indien dit bezwaarschrift geen verzoek als bedoeld in het eerste lid bevat ,  wordt ,  in afwijking van  ,  geen griffierecht geheven . artikel 8 : 41 ,  eerste lid;doorgezonden;Een na de instemming ontvangen bezwaarschrift;;de bevoegde rechter;;;;;;;;;;['Een', 'na', 'de', 'instemming', 'ontvangen', 'bezwaarschrift', 'wordt', 'eveneens', 'onverwijld', 'doorgezonden', 'aan', 'de', 'bevoegde', 'rechter', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'V', 'O', 'REC', 'REC', 'REC', '.']
1429;234;Hoofdstuk7;Afdeling7.2;Artikel7:2;Lid1;;1-1-1994;jci1.3:c:BWBR0005537&hoofdstuk=7&afdeling=7.2&artikel=7:2&lid=1&z=2021-03-01&g=2021-03-01;;Voordat een bestuursorgaan op het bezwaar beslist ,  stelt het belanghebbenden in de gelegenheid te worden gehoord . ;beslist op;het bezwaar;Een bestuursorgaan;;;;;;;;;;;['Voordat', 'een', 'bestuursorgaan', 'op', 'het', 'bezwaar', 'beslist', ',', 'stelt', 'het', 'belanghebbenden', 'in', 'de', 'gelegenheid', 'te', 'worden', 'gehoord', '.'];['O', 'ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'V', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1430;235;Hoofdstuk7;Afdeling7.2;Artikel7:2;Lid2;;1-1-1994;jci1.3:c:BWBR0005537&hoofdstuk=7&afdeling=7.2&artikel=7:2&lid=2&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan stelt daarvan in ieder geval de indiener van het bezwaarschrift op de hoogte alsmede de belanghebbenden die bij de voorbereiding van het besluit hun zienswijze naar voren hebben gebracht . ;stelt op de hoogte;de indiener van het bezwaarschrift;Het bestuursorgaan;;;;;;;;;;;['Het', 'bestuursorgaan', 'stelt', 'daarvan', 'in', 'ieder', 'geval', 'de', 'indiener', 'van', 'het', 'bezwaarschrift', 'op', 'de', 'hoogte', 'alsmede', 'de', 'belanghebbenden', 'die', 'bij', 'de', 'voorbereiding', 'van', 'het', 'besluit', 'hun', 'zienswijze', 'naar', 'voren', 'hebben', 'gebracht', '.'];['ACTOR', 'ACTOR', 'V', 'O', 'O', 'O', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
1431;236;Hoofdstuk7;Afdeling7.2;Artikel7:3;;;1-1-2013;jci1.3:c:BWBR0005537&hoofdstuk=7&afdeling=7.2&artikel=7:3&z=2021-03-01&g=2021-03-01;;Van het horen van een belanghebbende kan worden afgezien indien : ;kan worden afgezien;het horen van een belanghebbende;;;;;;;;;;;;['Van', 'het', 'horen', 'van', 'een', 'belanghebbende', 'kan', 'worden', 'afgezien', 'indien', ':'];['O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'V', 'V', 'O', ':']
1438;243;Hoofdstuk7;Afdeling7.2;Artikel7:4;Lid2;;1-1-1994;jci1.3:c:BWBR0005537&hoofdstuk=7&afdeling=7.2&artikel=7:4&lid=2&z=2021-03-01&g=2021-03-01;;Het bestuursorgaan legt het bezwaarschrift en alle verder op de zaak betrekking hebbende stukken voorafgaand aan het horen gedurende ten minste een week voor belanghebbenden ter inzage . ;legt voor;het bezwaarschrift en alle verder op de zaak betrekking hebbende stukken;Het bestuursorgaan;belanghebbenden;;;;;;;;;;['Het', 'bestuursorgaan', 'legt', 'het', 'bezwaarschrift', 'en', 'alle', 'verder', 'op', 'de', 'zaak', 'betrekking', 'hebbende', 'stukken', 'voorafgaand', 'aan', 'het', 'horen', 'gedurende', 'ten', 'minste', 'een', 'week', 'voor', 'belanghebbenden', 'ter', 'inzage', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'REC', 'O', 'O', '.']
1440;245;Hoofdstuk7;Afdeling7.2;Artikel7:4;Lid4;;1-1-1994;jci1.3:c:BWBR0005537&hoofdstuk=7&afdeling=7.2&artikel=7:4&lid=4&z=2021-03-01&g=2021-03-01;;Belanghebbenden kunnen van deze stukken tegen vergoeding van ten hoogste de kosten afschriften verkrijgen . ;kunnen verkrijgen;afschriften;Belanghebbenden;;;;;;;;;;;['Belanghebbenden', 'kunnen', 'van', 'deze', 'stukken', 'tegen', 'vergoeding', 'van', 'ten', 'hoogste', 'de', 'kosten', 'afschriften', 'verkrijgen', '.'];['OBJ', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'OBJ', 'V', '.']
